matchResult,redCards,yellowCards,possession,shootTotal,goalTotal,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,passTry,passRate,shortPassSuccess,shortpassRate,longpassSuccess,longpassRate,tackleTry,tackleSuccess,shootSetPiece,shootPenaltyKick,effectiveShootTotal,goalPenaltyKick,ownGoal
0,0,0,47,3,0,2,0,1,0,92,0.934782609,54,1,0,0,9,7,2,0,2,0,0
0,0,0,51,5,3,5,3,0,0,122,0.950819672,85,0.988372093,3,0.6,8,6,1,0,4,0,0
3,0,0,49,9,2,5,1,3,0,87,0.885057471,48,0.96,3,0.375,9,6,5,1,5,1,0
0,0,0,52,3,1,3,1,0,0,103,0.961165049,76,0.974358974,1,0.5,8,5,1,0,2,0,0
3,0,0,53,8,1,4,0,4,1,143,0.93006993,93,0.989361702,2,0.285714286,14,12,2,0,3,0,0
3,0,0,51,4,1,3,1,1,0,92,0.913043478,60,1,1,0.166666667,8,7,3,0,4,0,0
0,0,0,50,4,0,3,0,1,0,87,0.91954023,58,0.983050847,2,0.285714286,7,5,3,0,2,0,0
0,0,0,46,2,1,1,1,1,0,81,0.938271605,55,0.982142857,3,0.6,10,6,1,0,2,0,0
0,0,0,51,2,0,0,0,2,0,96,0.864583333,62,0.939393939,2,0.333333333,11,7,0,0,1,0,0
0,0,0,50,3,0,3,0,0,0,101,0.95049505,72,0.98630137,2,0.666666667,11,10,1,0,2,0,0
0,0,1,57,8,0,4,0,4,0,109,0.944954128,76,0.974358974,2,0.666666667,12,10,2,0,3,0,0
3,0,0,51,4,2,3,2,1,0,96,0.96875,69,1,1,0.5,10,7,0,0,2,0,0
0,0,0,56,1,0,1,0,0,0,141,0.964539007,96,0.979591837,2,0.4,10,7,0,0,1,0,0
0,0,0,47,1,0,1,0,0,0,86,0.895348837,58,0.950819672,1,0.2,17,12,0,0,1,0,0
3,0,0,48,9,2,8,2,1,0,125,0.888,76,0.974358974,1,0.2,16,11,2,0,6,0,0
0,0,2,43,2,1,1,1,1,0,86,0.930232558,69,1,1,0.5,13,5,0,0,1,0,0
3,0,0,47,3,2,2,1,0,0,90,0.944444444,63,0.969230769,0,0,13,11,1,1,3,1,0
3,0,0,54,9,3,8,2,1,1,140,0.885714286,95,0.979381443,4,0.363636364,12,8,4,0,6,0,1
0,0,0,51,0,0,0,0,0,0,94,0.882978723,66,0.985074627,1,0.125,7,7,1,0,0,0,0
0,0,0,47,5,1,4,1,1,0,94,0.936170213,71,0.986111111,1,0.2,6,5,2,0,3,0,0
3,0,0,55,4,3,3,2,0,0,102,0.931372549,71,1,3,0.5,9,6,1,1,4,1,0
3,0,0,42,5,3,3,2,0,0,67,0.910447761,45,0.9375,3,0.6,8,6,2,1,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,56,4,1,3,1,1,0,110,0.909090909,78,0.975,1,0.142857143,9,6,4,0,4,0,0
3,0,0,55,4,2,2,0,2,2,103,0.902912621,72,0.972972973,2,0.333333333,10,8,1,0,4,0,0
0,0,0,49,3,1,1,0,2,1,92,0.891304348,64,0.96969697,3,0.3,9,7,3,0,2,0,0
1,0,0,56,1,1,1,1,0,0,112,0.830357143,70,0.886075949,1,0.142857143,6,5,3,0,1,0,0
3,0,0,58,8,2,8,2,0,0,119,0.924369748,81,0.975903614,2,0.285714286,9,8,2,0,6,0,0
3,0,1,52,3,3,2,2,1,1,112,0.964285714,90,0.97826087,0,0,12,8,0,0,3,0,0
3,0,0,49,11,2,6,1,5,1,101,0.871287129,65,0.970149254,2,0.222222222,11,11,3,0,6,0,0
0,0,0,53,2,1,2,1,0,0,113,0.920353982,77,0.950617284,1,0.333333333,7,4,0,0,1,0,0
0,0,0,53,7,2,3,1,4,1,104,0.913461538,68,0.985507246,2,0.285714286,9,7,2,0,5,0,0
0,0,0,40,3,0,2,0,1,0,75,0.906666667,50,0.961538462,1,0.2,9,7,1,0,2,0,0
0,0,0,49,5,0,4,0,1,0,102,0.931372549,73,0.986486486,3,0.428571429,7,5,3,0,3,0,0
3,0,1,47,8,2,5,2,3,0,87,0.908045977,55,0.964912281,3,0.375,14,8,1,0,5,0,0
3,0,0,54,4,2,2,1,2,1,93,0.967741935,68,0.985507246,3,0.75,12,10,0,0,3,0,0
1,0,0,49,3,2,1,2,1,0,100,0.92,68,0.985507246,3,0.5,7,7,2,0,3,0,0
3,0,0,57,4,2,3,1,1,1,122,0.909836066,75,0.974025974,3,0.333333333,5,3,1,0,3,0,0
0,1,0,49,4,1,3,1,1,0,93,0.924731183,66,1,1,0.166666667,7,6,3,0,3,0,1
3,0,0,48,5,3,5,3,0,0,100,0.93,68,0.944444444,0,0,11,9,0,0,5,0,1
0,0,0,47,6,1,6,1,0,0,89,0.966292135,63,1,3,0.75,8,5,2,0,5,0,0
3,0,0,45,1,1,0,1,0,0,79,0.924050633,55,0.982142857,1,0.333333333,10,9,0,0,1,0,0
0,0,0,54,1,0,0,0,1,0,116,0.913793103,79,0.9875,6,0.75,7,5,0,0,0,0,0
1,0,0,54,2,1,2,1,0,0,104,0.913461538,77,0.974683544,2,0.4,7,6,0,0,2,0,1
0,0,0,52,1,0,0,0,1,0,96,0.875,69,0.971830986,2,0.25,7,5,1,0,0,0,1
1,0,0,48,3,2,2,1,1,1,87,0.931034483,59,0.983333333,2,0.666666667,7,5,1,0,3,0,0
3,0,0,46,5,2,4,2,1,0,74,0.918918919,50,0.980392157,1,0.25,7,7,3,0,4,0,0
3,0,0,51,3,2,3,2,0,0,81,0.962962963,58,0.983050847,3,1,12,10,0,0,3,0,0
3,0,0,43,3,2,2,1,1,1,64,0.890625,40,0.975609756,2,0.333333333,12,8,0,0,2,0,0
3,0,0,45,3,2,3,2,0,0,93,0.892473118,63,0.984375,0,0,10,10,1,0,2,0,0
3,0,0,55,6,4,3,3,3,1,97,0.948453608,69,0.958333333,2,0.5,5,2,2,0,4,0,0
0,0,0,43,6,0,4,0,2,0,71,0.887323944,52,0.962962963,1,0.2,11,8,2,0,3,0,0
3,0,2,47,8,3,6,3,2,0,93,0.903225806,55,0.964912281,3,0.333333333,14,10,2,0,5,0,0
0,0,0,50,2,0,2,0,0,0,93,0.903225806,61,0.938461538,2,0.333333333,14,11,1,0,2,0,0
1,0,0,50,4,1,4,1,0,0,87,0.908045977,55,0.964912281,2,0.5,11,6,3,0,3,0,0
1,0,0,51,4,2,2,1,2,1,91,0.923076923,65,0.955882353,2,0.5,13,8,0,0,3,0,0
3,0,1,48,12,2,8,1,4,1,85,0.964705882,62,0.96875,2,0.666666667,17,13,3,0,9,0,0
3,0,0,49,8,3,6,1,2,2,87,0.873563218,60,0.967741935,0,0,12,8,2,0,7,0,0
1,0,0,55,5,1,2,1,3,0,116,0.905172414,80,0.975609756,1,0.2,8,6,3,0,3,0,0
1,0,0,49,4,1,3,1,1,0,91,0.945054945,63,0.984375,1,0.25,8,5,2,0,3,0,0
3,0,0,47,7,2,7,2,0,0,73,0.95890411,46,1,1,0.5,12,10,0,0,6,0,0
3,0,0,55,5,1,4,0,1,1,158,0.943037975,114,0.991304348,4,0.4,10,9,2,0,3,0,0
1,0,1,47,5,1,2,0,3,1,96,0.927083333,71,0.97260274,0,0,10,8,1,0,4,0,0
0,0,0,54,6,0,5,0,1,0,155,0.916129032,112,0.98245614,1,0.142857143,15,14,2,0,0,0,0
3,0,0,45,7,2,5,2,2,0,88,0.965909091,58,0.966666667,2,0.666666667,9,9,3,0,4,0,0
0,0,0,51,5,0,2,0,3,0,142,0.922535211,99,0.970588235,1,0.125,10,8,4,0,3,0,0
0,0,0,55,11,0,10,0,1,0,108,0.935185185,73,0.986486486,3,0.375,9,6,7,0,8,0,0
0,0,0,55,4,1,3,1,1,0,106,0.896226415,80,0.987654321,2,0.25,5,5,3,0,3,0,0
0,0,0,47,1,0,0,0,1,0,87,0.885057471,58,0.966666667,4,0.4,7,5,2,0,0,0,0
0,0,0,49,8,6,5,3,3,3,138,0.913043478,92,0.948453608,1,0.142857143,10,8,1,0,7,0,0
0,0,0,51,3,0,3,0,0,0,99,0.909090909,70,0.972222222,4,0.666666667,9,6,2,0,1,0,0
0,0,0,52,9,1,7,1,2,0,147,0.93877551,106,0.954954955,3,0.6,10,8,2,0,7,0,0
3,0,1,53,5,4,2,2,3,2,116,0.948275862,92,0.968421053,0,0,6,4,0,0,5,0,0
0,0,0,51,5,1,5,1,0,0,110,0.890909091,76,0.987012987,2,0.25,11,9,4,0,4,0,0
0,0,0,62,4,1,3,0,1,1,135,0.955555556,103,0.990384615,2,0.666666667,6,4,0,0,3,0,0
3,0,0,45,4,2,1,1,3,1,78,0.91025641,55,0.964912281,1,0.333333333,5,4,0,0,3,0,0
3,0,0,47,4,1,2,0,1,0,92,0.902173913,58,0.920634921,0,0,11,8,1,1,2,1,0
3,0,1,43,3,2,2,1,1,1,88,0.931818182,67,0.985294118,1,0.2,7,5,1,0,3,0,0
1,0,0,50,0,0,0,0,0,0,100,0.97,73,0.986486486,2,0.666666667,13,10,0,0,0,0,0
1,0,0,48,5,1,3,1,2,0,90,0.944444444,65,1,1,0.333333333,11,9,2,0,2,0,0
1,0,0,42,3,0,3,0,0,0,76,0.934210526,50,0.961538462,3,0.6,16,8,0,0,1,0,0
3,0,0,42,4,3,2,1,2,2,74,0.905405405,44,0.956521739,1,0.333333333,11,10,0,0,4,0,0
0,0,0,47,1,0,1,0,0,0,85,0.941176471,58,1,0,0,11,7,0,0,0,0,0
1,0,0,54,4,1,2,1,1,0,114,0.99122807,87,0.988636364,2,1,9,7,1,1,3,0,0
0,0,0,53,4,0,4,0,0,0,108,0.935185185,73,0.986486486,3,0.428571429,6,5,3,0,3,0,0
3,0,0,47,4,3,4,3,0,0,96,0.958333333,65,0.984848485,2,0.666666667,10,7,0,0,4,0,0
3,0,0,58,5,2,4,2,1,0,122,0.950819672,89,0.988888889,1,0.5,9,7,1,0,4,0,0
1,0,0,47,1,1,0,0,1,1,97,0.927835052,70,0.985915493,0,0,11,5,0,0,1,0,0
3,0,0,57,9,3,6,3,2,0,105,0.914285714,76,0.974358974,3,0.3,5,3,4,0,6,0,0
3,0,0,57,5,3,5,3,0,0,122,0.975409836,87,0.988636364,3,0.6,11,6,1,0,3,0,0
0,0,1,50,5,2,4,2,1,0,94,0.882978723,66,0.970588235,2,0.25,5,2,3,0,5,0,0
0,0,0,54,5,1,3,0,1,0,106,0.933962264,76,0.987012987,2,0.285714286,9,7,2,1,4,1,0
0,0,0,56,9,1,9,1,0,0,125,0.944,98,0.97029703,4,0.571428571,16,10,4,0,6,0,0
3,0,0,46,6,2,4,1,2,1,86,0.930232558,59,0.983333333,0,0,15,13,0,0,4,0,0
0,0,0,46,5,0,5,0,0,0,88,0.920454545,59,0.951612903,1,0.333333333,13,10,1,0,2,0,0
3,0,0,58,6,3,5,2,1,1,122,0.93442623,86,0.988505747,1,0.333333333,8,4,3,0,5,0,0
3,0,0,44,3,1,3,1,0,0,77,0.909090909,56,0.98245614,0,0,11,11,1,0,2,0,0
3,0,0,53,4,1,4,1,0,0,96,0.947916667,66,0.985074627,1,0.25,9,8,1,0,3,0,0
3,0,0,50,4,2,2,1,2,1,97,0.927835052,64,0.984615385,0,0,8,7,0,0,3,0,0
3,0,1,50,4,1,1,0,3,1,90,0.944444444,59,0.983333333,3,0.5,9,6,4,0,3,0,0
0,0,0,48,7,2,7,2,0,0,134,0.888059701,90,0.989010989,3,0.272727273,12,8,3,0,4,0,0
0,0,1,40,4,0,1,0,3,0,59,0.881355932,41,0.931818182,0,0,7,5,0,0,2,0,0
0,0,0,53,1,1,0,0,1,1,109,0.917431193,79,1,1,0.142857143,10,8,3,0,1,0,0
3,0,0,50,5,2,3,1,1,0,91,0.978021978,60,1,0,0,8,6,0,1,4,1,0
3,0,0,48,3,2,2,1,1,1,103,0.912621359,70,0.972222222,2,0.5,9,6,0,0,2,0,0
3,0,0,51,6,4,5,3,1,1,97,0.969072165,69,1,0,0,13,11,2,0,5,0,0
0,0,1,52,4,1,3,1,1,0,83,0.951807229,59,1,3,0.5,9,8,0,0,2,0,0
0,0,1,50,7,0,5,0,2,0,99,0.909090909,67,0.971014493,2,0.333333333,10,8,4,0,6,0,0
0,0,0,49,8,1,8,1,0,0,87,0.793103448,52,0.962962963,4,0.235294118,9,5,5,0,5,0,0
3,0,0,47,2,1,1,1,1,0,109,0.899082569,70,0.95890411,1,1,17,13,0,0,1,0,0
3,0,0,53,4,2,4,2,0,0,113,0.902654867,81,0.964285714,1,0.142857143,12,7,2,0,3,0,0
0,0,1,48,7,3,4,2,2,1,110,0.927272727,73,0.986486486,3,0.428571429,12,10,2,0,6,0,0
3,0,0,43,4,2,1,1,2,1,88,0.920454545,64,0.96969697,1,0.333333333,7,6,1,0,3,0,0
3,0,0,49,4,2,4,2,0,0,89,0.943820225,61,0.983870968,1,0.333333333,12,10,0,0,2,0,0
3,0,0,55,8,1,4,1,4,0,151,0.907284768,107,0.972727273,1,0.166666667,12,8,3,0,7,0,0
3,0,0,55,4,3,4,3,0,0,115,0.939130435,86,0.988505747,1,0.333333333,5,4,0,0,3,0,0
3,0,0,53,3,2,3,2,0,0,147,0.952380952,105,1,1,0.25,8,4,1,0,3,0,0
3,0,0,53,7,5,5,3,2,2,98,0.959183673,71,0.97260274,3,0.75,8,4,2,0,7,0,0
0,0,0,50,7,1,2,1,5,0,95,0.915789474,67,0.985294118,0,0,7,7,2,0,3,0,0
0,0,0,48,3,1,3,1,0,0,147,0.904761905,98,0.942307692,4,0.4,13,11,2,0,2,0,0
0,0,0,40,1,1,0,0,1,1,82,0.87804878,57,0.919354839,2,0.666666667,12,8,0,0,1,0,0
0,0,0,50,5,1,4,1,1,0,85,0.976470588,55,1,4,0.8,12,8,2,0,2,0,0
0,0,0,56,1,0,1,0,0,0,113,0.946902655,88,0.977777778,3,0.5,9,8,0,0,0,0,0
0,0,1,43,4,1,1,0,2,0,109,0.917431193,69,0.985714286,1,0.2,13,12,2,1,3,1,0
3,0,0,54,4,2,3,2,0,0,111,0.954954955,80,0.975609756,3,1,5,2,1,0,2,0,0
0,0,1,60,2,0,1,0,1,0,115,0.947826087,80,0.975609756,3,0.5,10,8,0,0,0,0,0
3,0,0,54,2,2,2,2,0,0,114,0.956140351,84,0.988235294,3,0.75,11,9,2,0,2,0,0
0,0,0,55,5,1,3,1,2,0,103,0.980582524,77,0.987179487,0,0,11,9,1,0,3,0,0
3,0,1,51,2,1,1,1,1,0,110,0.936363636,83,0.965116279,3,0.75,11,7,0,0,1,0,0
3,0,1,41,8,3,7,3,1,0,109,0.917431193,75,0.961538462,4,0.571428571,10,5,2,0,5,0,0
0,0,0,57,3,0,3,0,0,0,137,0.96350365,110,0.990990991,2,0.5,8,4,2,0,2,0,0
0,0,0,52,2,0,1,0,1,0,103,0.970873786,80,0.987654321,2,0.666666667,8,5,0,0,1,0,0
3,0,0,60,6,3,5,3,1,0,142,0.943661972,109,0.981981982,0,0,9,7,0,0,6,0,0
0,0,0,46,3,0,0,0,3,0,91,0.923076923,67,0.985294118,0,0,18,11,1,0,2,0,0
3,0,0,51,6,2,6,2,0,0,106,0.943396226,78,0.975,2,0.5,9,8,2,0,4,0,0
3,0,0,49,7,3,5,2,1,0,96,0.958333333,63,0.984375,2,0.5,13,12,0,1,6,1,0
0,0,0,60,4,0,3,0,1,0,118,0.966101695,93,0.96875,1,0.5,10,9,1,0,1,0,0
1,0,0,48,2,0,2,0,0,0,86,0.848837209,52,0.928571429,3,0.5,17,13,2,0,1,0,0
0,0,0,54,3,0,2,0,1,0,105,0.942857143,81,0.975903614,1,0.333333333,8,7,2,0,2,0,0
1,0,0,45,5,1,3,0,2,1,83,0.903614458,63,1,1,0.166666667,11,10,2,0,5,0,0
3,0,0,62,7,1,5,1,2,0,118,0.940677966,90,1,5,0.5,5,5,7,0,5,0,0
0,0,0,47,4,0,4,0,0,0,78,0.923076923,54,0.964285714,1,0.25,11,8,1,0,1,0,0
1,0,0,38,3,1,3,1,0,0,65,0.953846154,48,0.979591837,2,0.5,12,10,2,0,3,0,0
0,0,0,45,5,0,2,0,3,0,65,0.892307692,41,0.953488372,3,0.6,16,11,0,0,2,0,0
1,0,0,46,4,1,4,1,0,0,98,0.948979592,69,1,1,0.2,8,7,1,0,3,0,0
3,0,0,53,4,2,3,1,1,1,100,0.9,71,0.986111111,3,0.428571429,9,8,0,0,2,0,0
0,0,0,50,2,1,1,1,1,0,95,0.915789474,58,1,1,0.125,11,9,0,0,1,0,0
0,0,1,61,3,1,2,1,1,0,124,0.959677419,91,0.978494624,3,0.75,11,9,1,0,3,0,0
3,0,0,55,7,3,7,3,0,0,120,0.891666667,80,0.975609756,2,0.285714286,9,9,1,0,5,0,0
0,0,0,54,3,0,1,0,2,0,104,0.932692308,70,1,1,0.166666667,2,1,2,0,0,0,0
3,0,1,55,6,2,6,2,0,0,110,0.936363636,82,0.987951807,4,0.666666667,11,7,1,0,4,0,0
1,0,0,50,4,1,4,1,0,0,86,0.918604651,62,0.984126984,1,0.2,8,6,1,0,3,0,0
0,0,1,54,3,0,3,0,0,0,120,0.95,91,0.989130435,2,0.4,7,5,1,0,0,0,0
1,0,0,52,3,1,3,1,0,0,109,0.95412844,77,0.974683544,1,0.25,6,6,0,0,2,0,0
3,0,0,49,5,2,2,1,3,1,87,0.908045977,54,0.981818182,1,0.166666667,8,6,3,0,4,0,0
0,0,0,47,1,0,1,0,0,0,94,0.925531915,75,0.961538462,0,0,12,11,0,0,1,0,0
0,0,0,47,3,0,1,0,2,0,88,0.875,62,0.953846154,0,0,14,12,1,0,1,0,0
3,0,0,53,3,1,1,1,2,0,101,0.940594059,75,0.974025974,1,1,11,9,0,0,1,0,0
0,0,0,52,4,1,4,1,0,0,101,0.930693069,70,1,3,0.428571429,7,5,2,0,3,0,0
3,0,0,48,5,1,4,1,1,0,82,0.93902439,60,0.967741935,1,0.25,8,8,1,0,4,0,0
3,0,0,50,2,1,1,1,1,0,86,0.918604651,53,0.981481481,2,0.5,8,7,1,0,2,0,0
0,0,0,49,5,1,5,1,0,0,97,0.896907216,62,0.953846154,5,0.5,6,4,3,0,2,0,0
0,0,1,55,5,1,3,1,2,0,114,0.929824561,80,0.987654321,1,0.166666667,9,7,1,0,3,0,0
3,0,0,55,7,1,6,1,1,0,112,0.955357143,75,0.986842105,2,0.333333333,3,2,3,0,2,0,0
0,0,0,50,8,2,7,1,1,1,121,0.950413223,90,1,3,0.428571429,14,11,3,0,7,0,0
3,0,0,52,7,3,4,2,2,1,142,0.915492958,94,0.979166667,4,0.444444444,14,9,2,0,6,0,0
0,0,0,51,7,1,5,0,2,1,145,0.95862069,105,0.972222222,5,1,7,6,1,0,5,0,0
3,0,0,50,6,2,3,1,3,1,106,0.924528302,73,0.986486486,0,0,16,10,2,0,5,0,0
0,0,0,51,4,1,3,1,1,0,100,0.89,70,0.972222222,0,0,5,4,1,0,2,0,0
3,0,0,53,6,4,6,4,0,0,105,0.961904762,79,1,0,0,13,9,2,0,5,0,0
3,0,0,49,6,2,5,1,1,1,85,0.882352941,57,0.93442623,3,0.428571429,9,5,4,0,6,0,0
3,0,0,47,7,2,6,2,0,0,86,0.953488372,64,1,0,0,11,9,2,1,5,0,0
0,0,0,48,2,1,2,1,0,0,98,0.948979592,74,0.986666667,0,0,7,5,0,0,1,0,0
0,0,0,47,5,0,4,0,1,0,81,0.925925926,45,0.97826087,3,0.75,15,10,2,0,4,0,0
0,0,0,54,3,0,2,0,1,0,120,0.916666667,92,0.989247312,1,0.125,13,8,3,0,2,0,0
3,0,0,51,11,2,5,1,5,1,90,0.944444444,54,0.964285714,3,0.6,12,9,3,0,7,0,0
0,0,0,48,2,0,1,0,1,0,115,0.947826087,86,0.988505747,0,0,11,7,1,0,1,0,0
0,0,0,47,9,1,6,1,3,0,83,0.903614458,58,0.950819672,1,0.2,12,6,4,0,6,0,0
0,0,1,44,1,0,0,0,1,0,100,0.92,67,1,0,0,9,6,0,0,0,0,0
3,0,0,49,6,3,5,2,1,1,96,0.927083333,61,0.983870968,0,0,11,9,1,0,5,0,0
0,0,0,51,2,1,2,1,0,0,96,0.9375,72,1,2,0.285714286,6,2,2,0,2,0,0
0,0,0,42,2,0,2,0,0,0,88,0.931818182,57,0.982758621,1,0.333333333,9,7,1,0,2,0,0
0,0,0,50,4,1,3,0,0,0,87,0.896551724,56,0.965517241,0,0,8,6,3,1,4,1,0
0,0,0,53,7,1,7,1,0,0,135,0.911111111,93,0.989361702,2,0.2,13,8,2,0,3,0,0
3,0,0,54,6,2,3,0,3,2,116,0.948275862,83,1,3,0.428571429,7,4,3,0,6,0,0
3,0,1,56,6,2,3,2,3,0,115,0.930434783,83,0.988095238,1,0.333333333,12,7,2,0,4,0,0
3,0,0,49,5,3,5,3,0,0,105,0.952380952,80,0.987654321,2,0.5,6,5,0,0,5,0,0
0,0,1,51,5,2,5,2,0,0,148,0.945945946,103,0.990384615,3,0.6,16,12,1,0,3,0,0
0,0,0,51,3,0,3,0,0,0,111,0.891891892,79,0.963414634,1,0.142857143,8,7,1,0,2,0,0
3,0,0,52,5,3,3,1,2,2,92,0.913043478,71,0.986111111,1,0.2,13,10,1,0,5,0,0
3,0,0,53,8,3,6,2,2,1,103,0.980582524,80,1,0,0,5,5,1,0,4,0,0
0,0,0,54,4,0,3,0,1,0,90,0.911111111,61,0.983870968,2,0.4,12,11,2,0,2,0,0
3,0,0,49,6,2,4,2,2,0,106,0.943396226,77,0.974683544,1,0.333333333,9,7,0,0,4,0,0
0,0,0,49,6,0,4,0,2,0,87,0.942528736,69,0.985714286,1,0.25,8,4,2,0,3,0,0
3,0,0,43,3,2,2,1,1,1,73,0.904109589,52,0.981132075,0,0,12,10,1,0,3,0,0
0,0,0,50,3,0,2,0,1,0,77,0.922077922,57,0.966101695,0,0,12,10,2,0,2,0,0
0,0,0,43,8,1,6,1,2,0,80,0.8375,57,0.982758621,2,0.2,15,9,5,0,4,0,0
3,0,0,55,3,3,2,2,1,1,119,0.949579832,89,0.967391304,2,1,14,10,0,0,3,0,0
0,0,0,37,0,0,0,0,0,0,77,0.935064935,59,0.983333333,0,0,11,10,0,0,0,0,0
3,0,0,44,4,2,2,1,1,1,114,0.938596491,77,0.9625,2,0.4,9,9,2,0,3,0,0
3,0,0,50,6,2,3,1,2,0,141,0.936170213,102,0.971428571,1,0.5,23,20,0,1,4,1,0
0,0,0,49,2,1,1,1,1,0,87,0.873563218,55,0.948275862,2,0.285714286,10,8,0,0,1,0,0
3,0,0,52,5,3,3,2,1,1,99,0.95959596,66,0.985074627,0,0,8,4,1,0,4,0,0
3,0,0,52,6,1,3,1,3,0,94,0.946808511,66,0.970588235,4,0.666666667,15,11,2,0,5,0,0
0,0,1,48,4,1,1,1,3,0,125,0.944,90,0.989010989,3,0.6,14,8,1,0,2,0,0
0,0,0,47,4,0,4,0,0,0,93,0.913978495,63,0.984375,3,0.375,10,10,2,0,2,0,0
3,0,1,51,3,2,2,2,1,0,97,0.93814433,65,0.970149254,3,0.75,10,8,0,0,2,0,0
3,1,0,46,4,2,4,2,0,0,77,0.844155844,40,0.909090909,1,0.333333333,15,14,1,0,4,0,0
3,0,0,49,4,2,3,1,1,1,104,0.884615385,73,0.973333333,0,0,11,9,1,0,4,0,0
0,0,0,45,1,0,1,0,0,0,77,0.883116883,51,0.980769231,2,0.222222222,10,7,0,0,1,0,0
3,0,1,49,7,3,3,2,3,1,121,0.94214876,90,0.989010989,1,0.2,15,12,0,0,6,0,0
0,0,1,52,6,1,4,0,2,1,107,0.953271028,83,1,2,0.4,13,7,0,0,4,0,0
3,0,0,57,6,2,5,1,0,0,162,0.919753086,112,0.991150442,3,0.3,14,11,3,1,4,1,0
3,0,0,43,8,1,6,1,2,0,98,0.908163265,78,1,2,0.285714286,17,11,2,0,6,0,0
3,0,0,52,6,3,5,2,1,1,110,0.954545455,79,0.975308642,1,0.5,15,13,0,0,4,0,0
1,0,0,53,5,1,2,1,3,0,100,0.95,59,0.983333333,1,0.333333333,10,7,1,0,4,0,0
3,0,0,47,9,1,7,0,2,1,125,0.92,88,0.967032967,0,0,14,11,3,0,7,0,0
3,0,0,44,4,2,4,2,0,0,87,0.954022989,62,1,1,1,9,8,1,0,4,0,0
3,0,0,54,2,1,2,1,0,0,150,0.94,106,0.963636364,3,0.75,12,8,0,0,1,0,0
0,0,1,59,4,0,2,0,2,0,123,0.943089431,91,0.957894737,3,0.75,11,8,1,0,2,0,0
3,0,0,53,8,2,4,0,4,2,100,0.93,61,0.983870968,1,0.25,12,6,3,0,6,0,0
3,0,0,40,2,2,2,2,0,0,72,0.888888889,42,0.913043478,0,0,16,11,0,0,2,0,0
0,0,0,51,6,0,2,0,4,0,107,0.91588785,67,0.971014493,1,0.166666667,12,10,3,0,2,0,0
1,0,0,41,4,3,3,2,1,1,65,0.938461538,38,0.95,2,1,4,4,0,0,3,0,0
0,0,0,41,2,0,2,0,0,0,67,0.910447761,51,0.980769231,0,0,6,4,1,0,1,0,0
3,0,0,43,9,4,8,4,1,0,73,0.904109589,46,0.978723404,2,0.333333333,9,8,2,0,9,0,0
3,0,0,49,5,3,5,3,0,0,85,0.917647059,55,0.964912281,2,0.333333333,11,9,2,0,5,0,0
3,0,0,54,4,3,4,3,0,0,110,0.954545455,84,0.988235294,0,0,7,5,0,0,4,0,0
3,0,0,47,6,2,5,2,1,0,86,0.895348837,56,0.933333333,4,0.571428571,10,7,2,0,5,0,0
1,0,0,46,2,1,2,1,0,0,88,0.920454545,64,0.955223881,1,0.5,10,7,0,0,1,0,0
0,0,0,55,4,1,2,1,2,0,112,0.946428571,81,0.964285714,0,0,6,4,2,0,2,0,0
0,0,1,55,2,0,0,0,2,0,120,0.958333333,88,0.988764045,2,1,7,5,0,0,1,0,0
3,0,0,54,4,3,4,3,0,0,95,0.947368421,70,0.972222222,1,0.333333333,7,4,0,0,4,0,0
0,0,0,54,5,1,3,0,2,1,107,0.943925234,79,0.975308642,1,0.25,7,6,2,0,3,0,0
3,0,1,51,7,2,7,2,0,0,134,0.947761194,95,0.969387755,5,0.714285714,16,10,2,0,3,0,0
3,0,0,55,5,2,4,2,1,0,109,0.908256881,83,0.965116279,1,0.333333333,4,2,2,0,5,0,0
3,0,0,51,8,4,4,2,4,2,107,0.943925234,73,0.986486486,3,0.75,9,5,2,0,7,0,0
0,0,0,49,9,2,7,1,2,1,138,0.956521739,96,0.979591837,3,0.5,21,12,0,0,5,0,0
3,0,1,50,4,1,1,0,2,0,80,0.9375,55,0.982142857,4,0.8,4,3,2,1,3,1,0
0,0,0,53,5,0,3,0,2,0,110,0.9,75,0.961538462,2,0.285714286,2,2,1,0,3,0,0
1,0,0,48,2,1,1,0,1,1,92,0.902173913,66,0.985074627,1,0.25,10,7,1,0,1,0,0
0,0,0,51,4,1,4,1,0,0,141,0.914893617,93,0.96875,3,0.428571429,12,8,0,0,2,0,0
1,0,0,50,4,2,3,1,1,1,91,0.934065934,65,0.970149254,2,0.666666667,9,8,0,0,4,0,0
0,0,0,52,4,1,2,1,2,0,105,0.942857143,84,0.976744186,1,0.2,7,7,1,0,2,0,0
3,0,0,51,5,2,5,2,0,0,106,0.924528302,75,0.986842105,0,0,11,9,3,0,3,0,0
3,0,1,53,7,3,5,2,2,1,97,0.948453608,59,0.951612903,4,0.8,10,8,1,0,4,0,0
3,0,0,52,7,4,5,2,2,2,92,0.934782609,68,0.985507246,1,0.2,9,6,1,0,6,0,0
3,0,1,44,1,1,1,1,0,0,78,0.923076923,62,0.953846154,1,0.333333333,9,5,0,0,1,0,0
3,0,0,53,7,1,4,1,3,0,101,0.891089109,74,0.961038961,1,0.2,14,8,0,0,2,0,0
