matchResult,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,shootTotal,effectiveShootTotal,goalTotal,ownGoal,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,bouncingLobPassTry,bouncingLobPassSuccess,drivenGroundPassTry,drivenGroundPassSuccess,throughPassTry,throughPassSuccess,lobbedThroughPassTry,lobbedThroughPassSuccess,blockTry,blockSuccess,tackleTry,tackleSuccess
3,2,0,0,0,63,2,57,4,2,2,0,1,0,0,0,2,0,2,2,0,0,115,107,84,81,4,2,0,0,11,11,14,12,1,1,2,0,14,12
3,1,0,0,1,66,2,55,8,6,4,0,1,1,0,0,7,3,1,1,0,0,110,104,72,71,7,5,1,0,12,12,17,15,1,1,1,0,9,7
0,0,0,0,0,56,0,48,2,1,0,0,0,0,0,0,1,0,1,0,0,0,96,86,63,60,5,1,0,0,14,12,12,12,1,1,11,2,10,6
1,0,0,0,0,62,2,53,4,3,2,0,1,1,0,0,3,1,1,1,0,0,115,110,88,86,2,2,1,0,11,11,11,10,1,1,7,0,7,7
3,0,0,0,0,66,1,54,5,4,2,0,1,0,1,0,3,1,2,1,0,0,112,105,77,77,4,2,0,0,12,10,19,16,0,0,2,0,8,6
3,0,0,0,0,65,1,50,3,3,1,0,1,0,0,0,1,0,2,1,0,0,100,95,71,70,1,1,1,0,10,10,17,14,0,0,2,0,9,7
3,0,0,0,0,51,1,46,6,3,2,0,0,0,0,0,6,2,0,0,0,0,90,83,57,56,4,1,2,0,6,6,21,20,0,0,8,1,6,5
0,2,0,0,0,65,2,46,6,4,0,0,1,0,0,0,3,0,3,0,0,0,91,82,65,63,5,1,1,0,8,8,10,9,1,1,5,0,7,7
1,2,0,0,1,59,2,44,4,4,3,0,0,0,0,0,3,2,1,1,0,0,88,81,64,62,3,0,0,0,12,11,9,8,0,0,14,1,12,9
1,0,0,0,0,60,0,49,4,3,0,0,0,0,0,0,3,0,1,0,0,0,103,98,75,72,0,0,1,1,11,10,16,15,0,0,5,0,13,12
0,0,0,0,0,62,1,46,1,1,1,0,0,0,0,0,1,1,0,0,0,0,100,92,71,69,2,0,0,0,14,13,12,10,0,0,3,0,14,13
0,0,0,0,0,80,1,57,5,1,0,0,0,0,0,0,4,0,1,0,0,0,124,119,95,95,1,0,1,0,15,15,11,9,0,0,6,0,10,8
1,2,1,0,0,65,1,52,2,1,0,0,0,0,0,0,2,0,0,0,0,0,92,86,68,67,2,0,0,0,10,9,11,9,1,1,5,3,9,7
1,0,0,0,0,74,1,49,6,6,3,0,0,0,0,0,5,3,1,0,0,0,102,97,79,79,6,1,0,0,5,5,12,12,0,0,4,0,9,4
3,1,0,0,1,66,2,54,6,6,1,0,1,0,0,0,5,1,1,0,0,0,98,93,77,75,4,2,0,0,6,6,11,10,0,0,7,0,8,6
1,2,0,0,1,50,1,43,3,2,1,0,0,0,0,0,1,1,2,0,0,0,81,78,54,54,1,1,0,0,9,8,17,15,0,0,14,2,13,11
0,0,0,0,0,61,4,56,6,0,0,0,2,0,0,0,4,0,2,0,0,0,106,99,71,70,7,3,0,0,8,7,20,19,0,0,6,0,6,4
0,0,0,0,0,79,0,54,2,1,1,0,0,0,0,0,2,1,0,0,0,0,116,113,94,91,1,1,0,0,5,5,16,16,0,0,2,1,11,9
0,1,0,0,1,63,0,51,5,3,0,0,1,0,0,0,4,0,1,0,0,0,93,87,69,68,4,1,0,0,10,10,10,8,0,0,8,0,7,3
3,0,0,0,0,53,1,48,7,6,3,0,0,0,1,0,3,1,2,1,1,1,81,76,54,52,3,1,1,0,11,11,10,10,2,2,4,0,9,7
0,1,0,0,0,52,1,49,4,3,1,0,1,0,0,0,4,1,0,0,0,0,95,89,73,72,4,2,0,0,10,9,7,6,0,0,9,1,7,5
1,0,0,0,0,70,0,51,5,4,2,0,0,0,0,0,3,1,2,1,0,0,100,91,65,63,6,1,0,0,19,18,8,7,2,2,5,0,10,9
1,1,0,0,0,67,0,50,4,2,2,0,0,0,1,0,3,2,1,0,0,0,98,92,81,79,1,0,0,0,10,9,6,4,0,0,5,1,10,6
0,1,0,0,0,60,1,51,4,2,0,0,0,0,0,0,2,0,2,0,0,0,108,103,75,74,1,1,0,0,15,14,16,13,1,1,3,0,9,6
0,0,0,0,0,60,1,48,3,2,0,0,1,0,0,0,3,0,0,0,0,0,103,99,73,72,4,2,0,0,10,10,16,15,0,0,4,1,8,8
3,0,1,0,0,60,2,53,4,3,2,0,1,0,0,0,3,1,1,1,0,0,90,82,68,63,3,3,0,0,10,9,9,7,0,0,6,1,9,8
0,1,0,0,1,68,1,57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,110,101,83,81,5,2,1,0,9,8,10,10,0,0,2,1,9,7
0,2,1,0,0,48,2,49,5,4,1,0,1,0,0,0,2,0,3,1,0,0,83,78,52,52,7,3,0,0,9,9,14,14,0,0,3,0,8,7
1,0,0,0,0,56,0,53,3,3,3,0,0,0,0,0,3,3,0,0,0,0,104,96,77,73,2,1,1,1,7,7,17,14,0,0,8,1,5,5
1,0,0,0,0,60,0,52,3,2,2,0,1,0,0,0,2,2,1,0,0,0,117,105,88,82,2,1,0,0,10,9,16,13,1,0,4,0,10,9
3,1,0,0,1,63,0,49,3,3,3,0,0,0,0,0,2,2,1,1,0,0,91,86,71,70,2,1,0,0,6,6,10,7,2,2,6,1,14,12
3,1,0,0,0,58,2,49,3,3,3,0,0,0,0,0,1,1,2,2,0,0,94,88,73,72,8,4,0,0,8,8,5,4,0,0,9,0,13,12
3,1,0,0,1,59,0,48,7,5,4,0,0,0,0,0,6,4,1,0,0,0,96,91,78,77,3,0,0,0,9,9,5,5,0,0,4,0,11,7
0,1,0,0,1,65,2,50,6,4,3,0,0,0,0,0,3,1,3,2,0,0,100,96,74,72,4,2,1,1,8,8,13,13,0,0,12,1,4,3
0,0,0,0,0,58,2,49,4,3,1,0,0,0,0,0,4,1,0,0,0,0,102,92,71,69,4,0,1,0,12,12,13,10,1,1,6,1,12,8
3,1,0,0,0,62,0,48,4,4,4,0,0,0,0,0,4,4,0,0,0,0,99,94,70,69,2,0,0,0,13,13,14,12,0,0,6,0,11,7
0,0,0,0,0,68,3,43,6,2,1,0,1,0,0,0,4,1,2,0,0,0,105,95,75,75,8,1,0,0,5,5,15,13,1,1,9,0,11,8
3,1,0,0,0,62,3,52,9,6,2,0,1,0,1,0,7,2,2,0,0,0,95,86,69,68,7,2,2,0,4,4,12,12,1,0,3,0,13,12
0,2,0,0,1,83,0,49,4,2,1,0,0,0,0,0,3,1,1,0,0,0,114,107,85,84,4,2,0,0,11,11,14,10,0,0,5,0,13,12
3,0,0,0,0,57,0,44,5,3,1,0,0,0,0,0,5,1,0,0,0,0,83,78,62,60,1,1,0,0,9,9,11,8,0,0,4,0,10,8
0,1,0,0,1,74,1,59,4,2,1,0,0,0,0,0,3,1,1,0,0,0,133,126,103,101,3,0,0,0,14,14,12,11,0,0,4,0,8,4
3,1,0,0,0,79,3,51,6,5,2,0,0,0,0,0,6,2,0,0,0,0,99,93,70,69,7,2,0,0,10,10,12,12,0,0,0,0,7,6
3,0,0,0,0,57,2,45,7,6,3,0,0,0,0,0,6,3,1,0,0,0,86,82,61,60,2,0,0,0,7,7,15,14,1,1,3,0,16,13
3,1,0,0,0,92,4,54,9,5,1,0,0,0,0,0,8,0,1,1,0,0,140,130,103,103,9,2,0,0,13,13,15,12,0,0,4,0,7,7
0,0,0,0,0,71,2,55,6,4,1,1,0,0,0,0,3,0,3,1,0,0,114,106,80,80,9,1,0,0,13,13,12,12,0,0,4,0,8,8
3,1,0,0,0,57,1,47,3,3,2,0,0,0,0,0,3,2,0,0,0,0,79,72,59,56,3,1,0,0,8,8,9,7,0,0,5,0,11,9
0,1,0,0,1,66,0,53,2,2,1,0,0,0,0,0,2,1,0,0,0,0,107,97,70,68,4,0,0,0,13,13,20,16,0,0,5,0,6,5
0,2,0,0,1,64,0,55,4,1,0,0,1,0,1,0,3,0,1,0,0,0,91,83,61,60,7,3,0,0,12,11,11,9,0,0,2,0,9,7
0,0,0,0,0,90,0,50,5,3,1,0,1,0,0,0,5,1,0,0,0,0,141,127,100,97,5,1,1,1,14,12,19,15,1,1,9,1,10,9
0,0,0,0,0,54,0,46,1,1,1,0,0,0,0,0,0,1,0,0,0,0,94,89,64,62,2,2,0,0,14,13,14,12,0,0,10,0,9,7
3,0,0,0,0,52,2,52,3,2,2,0,0,0,0,0,2,2,1,0,0,0,96,90,74,73,4,0,1,0,6,6,11,11,0,0,7,1,7,5
3,1,0,0,1,61,1,50,2,2,2,0,1,1,0,0,2,1,0,1,0,0,95,84,63,60,11,7,1,0,7,7,12,10,0,0,3,0,10,7
0,2,0,0,0,59,0,48,2,1,1,0,0,0,0,0,2,1,0,0,0,0,97,87,74,70,3,1,0,0,12,10,8,6,0,0,5,1,16,13
0,1,0,0,0,45,2,40,3,2,1,0,0,0,0,0,2,1,1,0,0,0,73,67,48,48,7,2,0,0,6,6,12,11,0,0,6,1,7,2
0,2,1,0,2,56,1,50,2,2,1,0,0,0,0,0,2,1,0,0,0,0,86,82,60,59,4,1,0,0,13,13,9,9,0,0,9,0,15,12
0,2,0,0,2,83,2,52,6,5,2,0,1,1,0,0,4,2,1,0,0,0,149,140,105,103,13,6,1,1,14,14,14,14,2,2,2,0,13,9
3,0,0,0,0,61,0,49,4,3,3,0,1,1,0,0,2,2,1,0,1,1,93,87,73,69,4,3,0,0,6,5,10,10,0,0,1,0,12,10
0,1,0,0,0,73,3,54,5,2,0,0,1,0,0,0,5,0,0,0,0,0,114,105,80,79,5,1,0,0,8,8,19,16,1,1,3,0,12,9
3,1,0,0,0,67,1,53,6,4,3,0,0,0,0,0,6,3,0,0,0,0,102,96,73,71,3,0,1,1,7,7,18,17,0,0,10,2,10,5
0,0,0,0,0,59,1,49,5,3,1,0,0,0,0,0,2,0,3,1,0,0,94,87,68,68,6,1,1,0,7,7,12,11,0,0,4,0,8,5
0,0,0,0,0,62,0,51,1,1,1,0,0,0,0,0,1,1,0,0,0,0,104,101,76,76,1,0,0,0,11,11,16,14,0,0,2,0,13,10
0,1,0,0,0,58,1,55,6,4,1,0,0,0,1,0,5,1,1,0,0,0,100,94,67,67,5,1,0,0,12,12,15,14,0,0,5,0,7,5
3,3,0,0,2,46,0,38,2,2,1,0,0,0,0,0,2,1,0,0,0,0,62,56,41,40,2,0,1,0,6,5,12,11,0,0,4,0,13,11
0,1,0,0,0,54,1,52,3,3,2,0,1,0,0,0,2,1,0,1,0,0,85,78,66,63,7,4,0,0,6,6,6,5,0,0,9,2,9,8
0,3,0,0,1,63,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,93,70,70,1,1,0,0,10,9,15,13,0,0,5,0,9,5
0,0,0,0,0,54,4,45,5,3,0,0,0,0,0,0,3,0,2,0,0,0,83,72,56,52,9,4,1,1,5,5,12,10,0,0,9,1,17,16
1,1,0,0,1,75,0,51,3,2,1,0,2,0,0,0,2,1,1,0,0,0,103,99,82,82,3,2,1,0,10,10,6,5,0,0,1,0,10,6
0,1,0,0,0,71,2,50,4,4,0,0,2,0,1,0,3,0,1,0,0,0,105,97,74,71,5,2,0,0,14,13,12,11,0,0,6,0,15,10
3,0,0,0,0,52,1,46,4,3,3,0,1,0,0,0,4,3,0,0,0,0,98,88,73,69,6,4,0,0,11,11,8,4,0,0,11,1,12,9
0,0,0,0,0,61,0,48,3,2,0,0,0,0,0,0,2,0,1,0,0,0,96,92,68,67,5,2,0,0,7,7,16,16,0,0,8,1,10,7
1,0,1,0,0,63,0,53,4,2,1,0,1,0,1,0,3,1,1,0,0,0,106,98,70,68,7,3,0,0,11,11,18,16,0,0,7,1,6,4
0,0,1,0,0,47,0,46,4,3,0,0,0,0,0,0,4,0,0,0,0,0,98,91,68,68,8,3,0,0,6,5,15,15,0,0,10,0,13,12
0,0,0,0,0,61,1,53,3,2,1,0,0,0,0,0,3,1,0,0,0,0,105,100,80,79,2,1,0,0,10,10,12,9,1,1,4,0,7,6
0,0,0,0,0,46,1,47,2,2,1,0,0,0,0,0,2,1,0,0,0,0,86,80,59,57,6,2,0,0,10,10,11,11,0,0,4,0,6,5
3,4,0,0,0,44,0,43,3,3,3,0,0,0,0,0,3,3,0,0,0,0,66,60,40,38,3,1,1,1,11,10,10,9,1,1,4,0,13,10
3,0,0,0,0,63,0,50,3,3,3,0,0,0,0,0,2,2,1,1,0,0,112,105,83,80,4,1,0,0,12,12,13,12,0,0,7,0,9,7
1,1,0,1,0,62,1,45,3,3,1,0,0,0,0,0,3,1,0,0,0,0,85,76,54,53,8,3,0,0,11,11,11,9,0,0,2,1,11,9
3,1,1,0,1,82,2,60,5,5,2,0,0,0,0,0,5,2,0,0,0,0,115,109,83,82,3,0,0,0,16,16,13,11,0,0,4,0,5,3
1,1,0,0,0,71,2,51,2,2,1,0,0,0,0,0,2,1,0,0,0,0,101,91,78,76,6,1,0,0,9,9,7,5,0,0,7,0,10,7
0,0,1,0,0,64,2,47,2,2,0,0,1,0,0,0,1,0,1,0,0,0,89,72,48,48,21,6,0,0,9,9,10,9,0,0,4,0,5,4
1,0,0,0,0,54,1,45,2,1,0,0,0,0,0,0,1,0,1,0,0,0,79,76,60,59,3,1,0,0,10,10,6,6,0,0,3,0,6,5
0,0,0,0,0,58,2,48,4,2,1,0,0,0,0,0,4,1,0,0,0,0,102,95,74,73,3,0,0,0,11,11,13,11,0,0,1,0,18,13
3,2,1,0,0,74,3,51,7,7,1,0,4,1,0,0,7,1,0,0,0,0,84,81,62,62,6,6,0,0,5,5,8,7,1,1,8,2,17,14
3,0,0,0,0,68,2,54,5,4,2,0,1,0,0,0,3,2,1,0,0,0,102,93,71,69,8,3,1,1,10,10,11,10,0,0,3,0,3,3
0,0,0,0,0,64,1,47,2,1,0,0,0,0,1,0,1,0,1,0,0,0,88,78,64,60,7,2,0,0,9,8,8,8,0,0,9,0,7,7
0,0,0,0,0,65,0,55,4,2,1,0,0,0,0,0,4,1,0,0,0,0,114,108,77,75,4,4,0,0,12,12,20,17,1,0,2,0,10,8
1,0,0,0,0,43,0,46,1,1,1,0,0,0,0,0,0,0,1,1,0,0,80,68,53,53,14,4,0,0,4,3,8,7,1,1,11,2,8,8
0,2,0,0,0,61,0,47,1,1,0,0,0,0,0,0,1,0,0,0,0,0,95,89,71,69,2,0,0,0,9,9,11,10,1,1,6,0,10,5
0,2,0,0,0,72,0,46,2,2,2,0,1,1,0,0,2,2,0,0,0,0,95,89,72,68,2,2,0,0,9,8,12,11,0,0,13,1,16,11
1,1,0,0,0,49,0,41,3,1,1,0,0,0,0,0,3,1,0,0,0,0,83,71,52,50,5,1,1,0,12,10,12,9,1,1,8,0,8,5
0,1,1,0,0,53,2,46,3,1,1,0,1,0,0,0,2,1,1,0,0,0,88,78,56,54,6,2,0,0,9,8,17,14,0,0,3,0,11,8
3,0,1,0,0,76,2,53,6,4,2,0,1,0,0,0,4,1,2,1,0,0,111,102,83,80,6,2,0,0,12,12,10,8,0,0,8,0,5,5
1,0,0,0,0,67,2,47,4,3,0,0,1,0,0,0,3,0,0,0,1,0,97,90,71,71,7,4,0,0,4,4,14,11,0,0,4,0,8,7
0,0,0,0,0,46,0,43,1,1,1,0,0,0,0,0,1,1,0,0,0,0,78,74,55,53,1,0,0,0,9,9,13,12,0,0,6,0,12,10
1,1,0,0,0,62,1,44,3,2,1,0,1,1,0,0,3,1,0,0,0,0,82,76,57,54,2,2,0,0,8,8,14,11,1,1,3,0,15,10
1,0,0,0,0,49,0,42,4,3,1,0,0,0,0,0,4,1,0,0,0,0,85,79,57,56,4,2,0,0,5,5,19,16,0,0,3,0,9,7
3,0,1,0,0,62,1,55,6,6,3,0,0,0,0,0,6,3,0,0,0,0,103,99,69,68,3,2,2,1,12,12,15,15,1,1,7,0,5,5
3,1,1,0,0,54,2,48,7,5,3,0,1,1,1,0,3,1,4,2,0,0,96,91,67,67,2,0,1,1,16,14,8,8,1,1,7,1,8,7
0,1,0,0,1,68,0,53,2,1,1,0,0,0,0,0,2,1,0,0,0,0,117,111,85,83,3,2,1,1,11,11,17,14,0,0,7,0,11,5
0,2,1,0,1,59,0,50,1,1,1,0,0,0,0,0,1,1,0,0,0,0,102,97,75,74,2,0,1,0,11,11,13,12,0,0,10,1,16,11
3,0,0,0,0,60,2,51,6,3,1,0,0,0,0,0,5,1,1,0,0,0,109,103,79,78,3,0,0,0,12,12,13,12,2,1,10,2,3,2
3,0,0,0,0,59,0,49,5,4,2,0,1,1,0,0,4,2,1,0,0,0,98,93,78,76,3,1,2,1,4,4,9,9,2,2,4,1,5,5
0,0,0,0,0,62,3,52,7,7,1,0,1,0,0,0,6,1,1,0,0,0,97,88,69,69,9,2,0,0,6,6,10,10,1,1,4,1,3,1
1,0,0,0,0,76,2,53,7,6,1,0,0,0,0,0,6,1,1,0,0,0,110,103,80,78,4,1,0,0,15,15,11,9,0,0,3,1,7,6
1,0,0,0,0,76,2,55,6,5,1,0,1,0,1,0,5,1,1,0,0,0,113,108,86,84,2,0,0,0,9,9,15,15,0,0,10,2,10,6
0,1,0,0,0,40,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,62,56,53,6,1,0,0,3,3,6,5,0,0,7,3,11,8
0,2,0,0,0,63,2,53,4,3,2,0,0,0,0,0,2,1,2,1,0,0,103,95,74,72,5,0,0,0,10,10,14,13,0,0,3,2,13,10
0,0,0,0,0,64,1,48,7,4,0,0,0,0,0,0,5,0,2,0,0,0,96,90,69,66,3,1,0,0,14,14,10,9,0,0,6,2,11,7
3,0,1,0,0,58,1,50,10,3,2,0,1,0,0,0,7,2,3,0,0,0,107,104,69,68,4,3,0,0,15,15,18,17,1,1,5,0,10,7
0,1,0,0,0,65,0,51,3,3,3,0,0,0,0,0,2,3,0,0,0,0,97,93,75,74,2,1,0,0,10,10,9,7,1,1,8,0,11,6
0,1,0,0,1,73,3,54,3,3,0,0,1,0,0,0,3,0,0,0,0,0,114,104,75,72,6,3,1,0,15,13,17,16,0,0,5,0,5,2
3,1,0,0,1,70,0,57,5,5,4,0,0,0,0,0,4,3,0,0,1,1,103,95,76,75,1,1,1,1,10,8,13,10,0,0,2,1,16,11
3,0,0,0,0,49,0,48,4,3,2,0,1,0,0,0,2,1,1,0,1,1,85,77,52,50,9,5,0,0,8,8,14,13,2,1,3,0,17,10
1,1,0,0,0,63,0,49,2,2,2,0,0,0,0,0,1,2,0,0,0,0,90,87,67,67,4,2,0,0,7,7,12,11,0,0,8,2,8,7
3,1,0,0,0,58,0,42,2,2,2,0,0,0,0,0,1,2,0,0,0,0,80,76,57,57,4,2,0,0,5,5,14,12,0,0,7,1,5,3
0,0,0,0,0,69,2,53,4,2,1,0,1,1,0,0,3,1,1,0,0,0,123,112,91,87,6,2,0,0,14,12,12,11,0,0,5,0,9,4
1,0,0,0,0,65,0,51,2,1,1,0,0,0,0,0,2,1,0,0,0,0,92,89,58,58,2,1,0,0,12,12,20,18,0,0,14,1,11,6
1,1,0,0,0,62,1,46,5,1,1,0,0,0,1,0,1,0,4,1,0,0,86,79,63,61,1,1,2,0,5,5,14,12,0,0,9,0,12,9
0,0,1,0,0,52,0,46,1,1,0,0,0,0,0,0,1,0,0,0,0,0,90,80,63,60,3,0,1,1,16,14,6,5,1,0,9,0,8,6
3,1,0,0,0,59,0,42,4,3,2,0,0,0,0,0,3,2,0,0,0,0,69,69,47,47,2,2,0,0,13,13,7,7,0,0,7,1,12,9
0,1,1,0,0,70,1,55,4,0,0,0,1,0,0,0,1,0,3,0,0,0,96,90,74,72,3,1,0,0,7,6,12,11,0,0,4,0,12,11
1,0,0,0,0,63,1,50,3,2,1,0,0,0,0,0,3,1,0,0,0,0,107,97,82,79,5,1,0,0,5,5,14,12,0,0,7,1,9,8
1,1,0,0,0,56,2,50,7,6,3,0,2,1,0,0,6,3,1,0,0,0,95,87,68,65,3,2,0,0,6,6,18,14,0,0,8,0,13,8
3,1,0,0,0,59,0,47,3,3,2,0,0,0,0,0,2,1,1,1,0,0,94,88,67,65,4,2,0,0,9,9,14,12,0,0,0,0,8,7
3,0,1,0,0,53,1,50,5,4,2,0,0,0,0,0,3,2,2,0,0,0,119,111,88,86,5,2,0,0,7,6,17,16,1,1,5,1,10,8
3,0,0,0,0,61,3,58,8,4,3,0,2,1,0,0,6,2,2,1,0,0,106,98,74,70,7,3,0,0,8,8,17,17,0,0,5,1,6,4
0,0,0,0,0,68,0,51,3,3,0,0,0,0,0,0,1,0,2,0,0,0,111,104,80,80,2,1,0,0,9,8,18,14,1,1,1,0,10,5
3,0,0,0,0,60,0,50,6,6,5,0,0,1,0,0,4,4,1,1,0,0,103,97,83,81,0,0,0,0,6,6,12,9,2,1,1,0,10,9
1,1,0,0,0,54,2,51,3,2,1,0,0,0,0,0,2,0,0,0,1,1,92,82,61,60,6,1,0,0,10,9,14,12,0,0,4,0,9,5
1,0,1,0,0,52,1,48,5,3,1,0,0,0,0,0,3,0,2,1,0,0,88,80,56,53,4,2,0,0,15,15,12,10,0,0,8,1,8,8
0,0,0,0,0,74,3,52,4,0,0,0,1,0,1,0,2,0,2,0,0,0,94,83,69,67,8,2,1,0,5,4,11,10,0,0,2,1,7,6
3,0,0,0,0,44,0,45,5,4,2,0,0,0,0,0,4,1,1,1,0,0,87,80,59,58,7,2,0,0,5,5,15,15,0,0,4,0,11,8
0,0,0,0,0,61,0,53,2,2,2,0,0,0,0,0,1,1,0,1,0,0,111,101,81,79,6,2,0,0,9,8,14,12,1,0,7,0,2,2
1,1,0,0,0,53,3,47,3,3,1,0,1,0,0,0,3,1,0,0,0,0,85,77,61,58,3,1,0,0,9,9,11,9,0,0,10,1,11,8
1,0,1,0,0,70,3,55,3,2,1,0,0,0,0,0,3,1,0,0,0,0,105,96,78,76,5,1,1,0,11,11,8,7,1,1,7,1,6,4
0,1,1,0,0,52,0,45,3,1,1,0,0,0,0,0,2,1,1,0,0,0,82,76,64,62,1,0,0,0,6,5,9,9,0,0,5,1,17,11
0,0,0,0,0,70,0,55,3,1,1,0,1,0,1,0,2,1,1,0,0,0,113,105,84,84,6,2,0,0,8,8,13,10,1,1,13,2,3,2
3,2,0,0,0,59,1,51,5,3,3,0,0,0,1,1,3,2,2,1,0,0,94,86,66,62,4,2,0,0,13,12,10,10,0,0,7,1,9,6
0,2,0,0,0,100,1,53,1,1,1,0,0,0,0,0,1,1,0,0,0,0,168,156,123,122,5,0,0,0,20,19,19,15,0,0,7,1,8,5
3,1,0,0,0,43,0,40,4,3,3,0,1,1,0,0,3,3,0,0,0,0,73,65,42,42,4,2,3,0,11,11,13,10,0,0,6,0,11,8
3,0,1,0,0,70,1,51,5,3,1,0,1,0,0,0,5,1,0,0,0,0,91,84,66,63,5,2,0,0,9,9,10,10,0,0,5,0,6,5
0,0,0,0,0,64,3,54,4,3,0,0,1,0,0,0,3,0,1,0,0,0,102,88,71,65,6,0,2,1,6,6,17,16,0,0,8,1,14,9
3,0,1,0,0,80,2,53,4,2,1,0,0,0,0,0,3,0,1,1,0,0,101,97,75,75,3,0,0,0,12,11,11,11,0,0,6,0,5,5
0,0,0,0,0,51,1,42,2,1,1,0,0,0,0,0,2,1,0,0,0,0,77,65,52,48,3,0,0,0,11,10,9,7,1,0,14,2,12,8
0,1,0,0,0,62,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,92,77,75,5,3,0,0,8,8,7,6,0,0,8,1,14,8
1,0,0,0,0,66,1,56,5,3,0,0,0,0,0,0,3,0,2,0,0,0,107,99,73,73,7,3,1,0,13,11,13,12,0,0,3,0,11,9
0,1,1,0,0,71,1,53,3,1,0,0,0,0,0,0,0,0,3,0,0,0,97,87,68,67,7,1,0,0,13,12,9,7,0,0,5,1,12,10
0,1,0,0,0,55,1,49,5,3,1,0,1,0,0,0,3,1,2,0,0,0,103,99,77,75,1,1,1,1,12,11,11,10,1,1,5,0,13,9
3,2,1,0,0,75,1,42,3,2,2,0,0,0,0,0,1,1,1,0,1,1,102,97,76,74,3,0,1,1,12,12,10,10,0,0,14,2,13,8
0,0,0,0,0,58,1,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,95,87,62,60,6,3,0,0,13,13,12,11,1,0,1,0,9,6
3,1,1,0,0,72,4,54,10,8,3,0,3,0,0,0,8,3,2,0,0,0,106,100,77,77,9,4,1,0,11,11,8,8,0,0,3,0,8,5
0,0,1,0,0,63,0,53,3,2,2,0,0,0,0,0,2,1,1,1,0,0,103,99,79,78,5,4,0,0,9,8,10,9,0,0,11,0,8,7
0,2,0,0,1,59,3,53,3,2,0,0,0,0,0,0,3,0,0,0,0,0,103,91,69,67,10,4,0,0,7,7,17,13,0,0,5,0,6,5
0,3,0,0,1,52,3,50,5,3,0,0,1,0,0,0,3,0,2,0,0,0,104,95,70,67,7,4,1,0,12,12,13,12,0,0,5,0,10,5
0,1,0,0,1,72,3,56,2,1,0,0,0,0,0,0,2,0,0,0,0,0,108,99,73,72,6,2,0,0,12,12,16,12,1,1,3,0,13,8
3,0,0,0,0,51,0,45,8,5,2,0,1,0,0,0,5,1,2,0,1,1,78,72,59,57,3,2,0,0,6,5,9,7,1,1,4,1,14,9
0,0,0,0,0,51,0,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92,85,66,64,4,3,0,0,12,12,9,5,1,1,4,1,9,5
0,0,0,0,0,70,0,51,4,2,1,0,1,1,0,0,4,1,0,0,0,0,102,95,73,72,4,3,0,0,13,13,11,7,0,0,6,0,9,6
0,1,0,0,0,58,0,50,2,1,1,0,0,0,0,0,2,1,0,0,0,0,90,83,55,53,8,4,0,0,14,14,12,11,1,1,1,0,8,8
3,0,0,0,0,74,1,57,4,3,2,0,1,1,0,0,3,2,1,0,0,0,115,106,81,78,4,3,1,0,13,13,15,11,1,1,3,0,10,8
3,1,0,0,0,89,5,57,7,4,0,0,2,0,0,0,5,0,2,0,0,0,154,138,108,105,14,7,2,0,9,8,20,18,0,0,6,0,10,7
0,3,0,0,0,67,2,52,2,1,0,0,0,0,0,0,2,0,0,0,0,0,99,93,75,74,6,2,0,0,7,7,11,10,0,0,5,0,11,10
0,0,0,0,0,43,0,40,2,1,1,0,0,0,0,0,2,1,0,0,0,0,63,57,42,41,3,2,1,1,6,5,11,8,0,0,8,0,17,10
0,0,1,0,0,66,1,49,4,2,0,0,1,0,0,0,3,0,1,0,0,0,88,81,62,61,7,4,0,0,8,8,11,8,0,0,14,2,12,11
0,1,0,0,0,57,1,51,2,0,0,0,0,0,0,0,0,0,2,0,0,0,86,75,57,55,7,1,1,0,7,7,14,12,0,0,9,2,9,9
0,1,2,0,0,60,2,52,3,1,0,0,1,0,1,0,2,0,1,0,0,0,87,83,61,61,5,2,0,0,9,9,12,11,0,0,7,1,12,8
0,1,0,0,0,87,0,52,6,3,1,0,0,0,1,0,4,1,2,0,0,0,147,138,115,112,1,0,2,0,12,12,12,11,4,3,12,1,13,11
1,2,0,0,0,43,1,46,2,2,1,0,0,0,0,0,2,1,0,0,0,0,68,59,46,44,6,2,0,0,5,5,11,8,0,0,7,1,13,8
3,0,0,0,0,56,2,49,6,4,2,0,2,0,0,0,5,2,1,0,0,0,93,86,60,57,7,5,2,1,10,10,14,13,0,0,1,0,10,9
0,1,0,0,0,63,4,52,8,5,1,0,1,0,0,0,6,1,2,0,0,0,95,90,73,72,4,2,0,0,5,5,13,11,0,0,3,1,14,10
0,1,0,0,0,54,0,46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,82,76,59,58,3,1,0,0,6,5,13,12,0,0,8,2,12,9
